0000. FEN: r1b1k2Q/bp1p1p2/n1pB1P1p/8/Pp6/1q2P3/2PP3P/RN2KBNR b KQ -  | Depth: 1 | Expected: 0 | Result: 0 [PASSED]
4996. FEN: rn1q1b1r/p1p1pppp/1pk2n2/3p4/4PPbP/6P1/PPPP2B1/RNBQK1NR w KQ -  | Depth: 5 | Expected: 26790225 | Result: 26790225 [PASSED]
4997. FEN: 3r4/3npk2/p2pr3/P1p5/R3b1Pp/2b1P2N/B4PP1/2KN2QR b - -  | Depth: 1 | Expected: 43 | Result: 43 [PASSED]
4997. FEN: 3r4/3npk2/p2pr3/P1p5/R3b1Pp/2b1P2N/B4PP1/2KN2QR b - -  | Depth: 2 | Expected: 947 | Result: 947 [PASSED]
4997. FEN: 3r4/3npk2/p2pr3/P1p5/R3b1Pp/2b1P2N/B4PP1/2KN2QR b - -  | Depth: 3 | Expected: 34818 | Result: 34818 [PASSED]
4997. FEN: 3r4/3npk2/p2pr3/P1p5/R3b1Pp/2b1P2N/B4PP1/2KN2QR b - -  | Depth: 4 | Expected: 880096 | Result: 880096 [PASSED]
4997. FEN: 3r4/3npk2/p2pr3/P1p5/R3b1Pp/2b1P2N/B4PP1/2KN2QR b - -  | Depth: 5 | Expected: 31212710 | Result: 31212710 [PASSED]
4998. FEN: 1r1k2nN/7B/3p3b/3Pp3/5R1p/5PR1/5q2/2nK4 w - -  | Depth: 1 | Expected: 29 | Result: 29 [PASSED]
4998. FEN: 1r1k2nN/7B/3p3b/3Pp3/5R1p/5PR1/5q2/2nK4 w - -  | Depth: 2 | Expected: 1153 | Result: 1153 [PASSED]
4998. FEN: 1r1k2nN/7B/3p3b/3Pp3/5R1p/5PR1/5q2/2nK4 w - -  | Depth: 3 | Expected: 25679 | Result: 25679 [PASSED]
4998. FEN: 1r1k2nN/7B/3p3b/3Pp3/5R1p/5PR1/5q2/2nK4 w - -  | Depth: 4 | Expected: 1004259 | Result: 1004259 [PASSED]
4998. FEN: 1r1k2nN/7B/3p3b/3Pp3/5R1p/5PR1/5q2/2nK4 w - -  | Depth: 5 | Expected: 22436705 | Result: 22436705 [PASSED]
4999. FEN: 2r5/1k6/1B6/5Ppp/PR5P/2q5/6K1/R7 b - -  | Depth: 1 | Expected: 40 | Result: 40 [PASSED]
4999. FEN: 2r5/1k6/1B6/5Ppp/PR5P/2q5/6K1/R7 b - -  | Depth: 2 | Expected: 1150 | Result: 1150 [PASSED]
4999. FEN: 2r5/1k6/1B6/5Ppp/PR5P/2q5/6K1/R7 b - -  | Depth: 3 | Expected: 35641 | Result: 35641 [PASSED]
4999. FEN: 2r5/1k6/1B6/5Ppp/PR5P/2q5/6K1/R7 b - -  | Depth: 4 | Expected: 999451 | Result: 999451 [PASSED]
4999. FEN: 2r5/1k6/1B6/5Ppp/PR5P/2q5/6K1/R7 b - -  | Depth: 5 | Expected: 31072046 | Result: 31072046 [PASSED]
5000. FEN: 1n1qkb1r/r2b2np/pp2pp2/1Npp4/2B2pP1/1PPPP2P/P2B1QK1/R5NR b k -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
5000. FEN: 1n1qkb1r/r2b2np/pp2pp2/1Npp4/2B2pP1/1PPPP2P/P2B1QK1/R5NR b k -  | Depth: 2 | Expected: 892 | Result: 892 [PASSED]
5000. FEN: 1n1qkb1r/r2b2np/pp2pp2/1Npp4/2B2pP1/1PPPP2P/P2B1QK1/R5NR b k -  | Depth: 3 | Expected: 24633 | Result: 24633 [PASSED]
5000. FEN: 1n1qkb1r/r2b2np/pp2pp2/1Npp4/2B2pP1/1PPPP2P/P2B1QK1/R5NR b k -  | Depth: 4 | Expected: 845428 | Result: 845428 [PASSED]
5000. FEN: 1n1qkb1r/r2b2np/pp2pp2/1Npp4/2B2pP1/1PPPP2P/P2B1QK1/R5NR b k -  | Depth: 5 | Expected: 24744738 | Result: 24744738 [PASSED]
5001. FEN: r2qkbnr/2p2p2/p1np3p/1p2p3/1P2b2p/5PPB/P1PPK2R/RNBQ2N1 b k -  | Depth: 1 | Expected: 34 | Result: 34 [PASSED]
5001. FEN: r2qkbnr/2p2p2/p1np3p/1p2p3/1P2b2p/5PPB/P1PPK2R/RNBQ2N1 b k -  | Depth: 2 | Expected: 932 | Result: 932 [PASSED]
5001. FEN: r2qkbnr/2p2p2/p1np3p/1p2p3/1P2b2p/5PPB/P1PPK2R/RNBQ2N1 b k -  | Depth: 3 | Expected: 31085 | Result: 31085 [PASSED]
5001. FEN: r2qkbnr/2p2p2/p1np3p/1p2p3/1P2b2p/5PPB/P1PPK2R/RNBQ2N1 b k -  | Depth: 4 | Expected: 877025 | Result: 877025 [PASSED]
5001. FEN: r2qkbnr/2p2p2/p1np3p/1p2p3/1P2b2p/5PPB/P1PPK2R/RNBQ2N1 b k -  | Depth: 5 | Expected: 29720192 | Result: 29720192 [PASSED]
5002. FEN: 5r2/R1p5/Pn2P1p1/2r1B3/6k1/1P1N4/8/b3K2N w - -  | Depth: 1 | Expected: 28 | Result: 28 [PASSED]
5002. FEN: 5r2/R1p5/Pn2P1p1/2r1B3/6k1/1P1N4/8/b3K2N w - -  | Depth: 2 | Expected: 1092 | Result: 1092 [PASSED]
5002. FEN: 5r2/R1p5/Pn2P1p1/2r1B3/6k1/1P1N4/8/b3K2N w - -  | Depth: 3 | Expected: 27654 | Result: 27654 [PASSED]
5002. FEN: 5r2/R1p5/Pn2P1p1/2r1B3/6k1/1P1N4/8/b3K2N w - -  | Depth: 4 | Expected: 993462 | Result: 993462 [PASSED]
5002. FEN: 5r2/R1p5/Pn2P1p1/2r1B3/6k1/1P1N4/8/b3K2N w - -  | Depth: 5 | Expected: 25312502 | Result: 25312502 [PASSED]
5003. FEN: 2r5/1k6/pb4P1/PppR1p2/5B2/RPr4b/3QK3/8 b - -  | Depth: 1 | Expected: 29 | Result: 29 [PASSED]
5003. FEN: 2r5/1k6/pb4P1/PppR1p2/5B2/RPr4b/3QK3/8 b - -  | Depth: 2 | Expected: 917 | Result: 917 [PASSED]
5003. FEN: 2r5/1k6/pb4P1/PppR1p2/5B2/RPr4b/3QK3/8 b - -  | Depth: 3 | Expected: 25882 | Result: 25882 [PASSED]
5003. FEN: 2r5/1k6/pb4P1/PppR1p2/5B2/RPr4b/3QK3/8 b - -  | Depth: 4 | Expected: 878771 | Result: 878771 [PASSED]
5003. FEN: 2r5/1k6/pb4P1/PppR1p2/5B2/RPr4b/3QK3/8 b - -  | Depth: 5 | Expected: 24769285 | Result: 24769285 [PASSED]
5004. FEN: n2q4/3k4/3pN2b/1r1P1bp1/pPP2PPp/4P2P/p3K1B1/R3N1R1 w - -  | Depth: 1 | Expected: 30 | Result: 30 [PASSED]
5004. FEN: n2q4/3k4/3pN2b/1r1P1bp1/pPP2PPp/4P2P/p3K1B1/R3N1R1 w - -  | Depth: 2 | Expected: 977 | Result: 977 [PASSED]
5004. FEN: n2q4/3k4/3pN2b/1r1P1bp1/pPP2PPp/4P2P/p3K1B1/R3N1R1 w - -  | Depth: 3 | Expected: 28242 | Result: 28242 [PASSED]
5004. FEN: n2q4/3k4/3pN2b/1r1P1bp1/pPP2PPp/4P2P/p3K1B1/R3N1R1 w - -  | Depth: 4 | Expected: 913433 | Result: 913433 [PASSED]
5004. FEN: n2q4/3k4/3pN2b/1r1P1bp1/pPP2PPp/4P2P/p3K1B1/R3N1R1 w - -  | Depth: 5 | Expected: 26506034 | Result: 26506034 [PASSED]
5005. FEN: r7/P1pr2Pn/4k2p/P2p3P/3Pp3/1P1nK2R/1B3R2/1B1b4 w - -  | Depth: 1 | Expected: 31 | Result: 31 [PASSED]
5005. FEN: r7/P1pr2Pn/4k2p/P2p3P/3Pp3/1P1nK2R/1B3R2/1B1b4 w - -  | Depth: 2 | Expected: 959 | Result: 959 [PASSED]
5005. FEN: r7/P1pr2Pn/4k2p/P2p3P/3Pp3/1P1nK2R/1B3R2/1B1b4 w - -  | Depth: 3 | Expected: 29916 | Result: 29916 [PASSED]
5005. FEN: r7/P1pr2Pn/4k2p/P2p3P/3Pp3/1P1nK2R/1B3R2/1B1b4 w - -  | Depth: 4 | Expected: 912833 | Result: 912833 [PASSED]
5005. FEN: r7/P1pr2Pn/4k2p/P2p3P/3Pp3/1P1nK2R/1B3R2/1B1b4 w - -  | Depth: 5 | Expected: 28943315 | Result: 28943315 [PASSED]
5006. FEN: 1rbq4/p2p2p1/P1p1p3/1pPn1Pk1/P6p/B6P/R2PR2b/1NQ1K3 b - -  | Depth: 1 | Expected: 39 | Result: 39 [PASSED]
5006. FEN: 1rbq4/p2p2p1/P1p1p3/1pPn1Pk1/P6p/B6P/R2PR2b/1NQ1K3 b - -  | Depth: 2 | Expected: 1017 | Result: 1017 [PASSED]
5006. FEN: 1rbq4/p2p2p1/P1p1p3/1pPn1Pk1/P6p/B6P/R2PR2b/1NQ1K3 b - -  | Depth: 3 | Expected: 34011 | Result: 34011 [PASSED]
5006. FEN: 1rbq4/p2p2p1/P1p1p3/1pPn1Pk1/P6p/B6P/R2PR2b/1NQ1K3 b - -  | Depth: 4 | Expected: 931393 | Result: 931393 [PASSED]
5006. FEN: 1rbq4/p2p2p1/P1p1p3/1pPn1Pk1/P6p/B6P/R2PR2b/1NQ1K3 b - -  | Depth: 5 | Expected: 30224343 | Result: 30224343 [PASSED]
5007. FEN: 3r4/5k2/4N3/3q4/Pp2p2N/2RP4/6K1/1r6 w - -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
5007. FEN: 3r4/5k2/4N3/3q4/Pp2p2N/2RP4/6K1/1r6 w - -  | Depth: 2 | Expected: 1075 | Result: 1075 [PASSED]
5007. FEN: 3r4/5k2/4N3/3q4/Pp2p2N/2RP4/6K1/1r6 w - -  | Depth: 3 | Expected: 24878 | Result: 24878 [PASSED]
5007. FEN: 3r4/5k2/4N3/3q4/Pp2p2N/2RP4/6K1/1r6 w - -  | Depth: 4 | Expected: 983771 | Result: 983771 [PASSED]
5007. FEN: 3r4/5k2/4N3/3q4/Pp2p2N/2RP4/6K1/1r6 w - -  | Depth: 5 | Expected: 22462613 | Result: 22462613 [PASSED]
5008. FEN: 3r4/1p2pk1p/7n/3p1Pp1/2P1R1b1/2B3P1/5N1P/2K2B1R b - -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
5008. FEN: 3r4/1p2pk1p/7n/3p1Pp1/2P1R1b1/2B3P1/5N1P/2K2B1R b - -  | Depth: 2 | Expected: 1015 | Result: 1015 [PASSED]
5008. FEN: 3r4/1p2pk1p/7n/3p1Pp1/2P1R1b1/2B3P1/5N1P/2K2B1R b - -  | Depth: 3 | Expected: 26706 | Result: 26706 [PASSED]
5008. FEN: 3r4/1p2pk1p/7n/3p1Pp1/2P1R1b1/2B3P1/5N1P/2K2B1R b - -  | Depth: 4 | Expected: 955798 | Result: 955798 [PASSED]
5008. FEN: 3r4/1p2pk1p/7n/3p1Pp1/2P1R1b1/2B3P1/5N1P/2K2B1R b - -  | Depth: 5 | Expected: 25011147 | Result: 25011147 [PASSED]
5009. FEN: 1n2Bbnr/p1pr1p1p/1p4bq/4k3/3pPp2/2QP1pPP/P1P2K2/RNB3R1 w - -  | Depth: 1 | Expected: 34 | Result: 34 [PASSED]
5009. FEN: 1n2Bbnr/p1pr1p1p/1p4bq/4k3/3pPp2/2QP1pPP/P1P2K2/RNB3R1 w - -  | Depth: 2 | Expected: 958 | Result: 958 [PASSED]
5009. FEN: 1n2Bbnr/p1pr1p1p/1p4bq/4k3/3pPp2/2QP1pPP/P1P2K2/RNB3R1 w - -  | Depth: 3 | Expected: 31360 | Result: 31360 [PASSED]
5009. FEN: 1n2Bbnr/p1pr1p1p/1p4bq/4k3/3pPp2/2QP1pPP/P1P2K2/RNB3R1 w - -  | Depth: 4 | Expected: 905244 | Result: 905244 [PASSED]
5009. FEN: 1n2Bbnr/p1pr1p1p/1p4bq/4k3/3pPp2/2QP1pPP/P1P2K2/RNB3R1 w - -  | Depth: 5 | Expected: 29506509 | Result: 29506509 [PASSED]
5010. FEN: r1b1kb1r/p1npp2p/2p2p2/R3N2p/1p1PPP2/4B3/K1P1B1PP/7R b q -  | Depth: 1 | Expected: 21 | Result: 21 [PASSED]
5010. FEN: r1b1kb1r/p1npp2p/2p2p2/R3N2p/1p1PPP2/4B3/K1P1B1PP/7R b q -  | Depth: 2 | Expected: 934 | Result: 934 [PASSED]
5010. FEN: r1b1kb1r/p1npp2p/2p2p2/R3N2p/1p1PPP2/4B3/K1P1B1PP/7R b q -  | Depth: 3 | Expected: 20889 | Result: 20889 [PASSED]
5010. FEN: r1b1kb1r/p1npp2p/2p2p2/R3N2p/1p1PPP2/4B3/K1P1B1PP/7R b q -  | Depth: 4 | Expected: 890255 | Result: 890255 [PASSED]
5010. FEN: r1b1kb1r/p1npp2p/2p2p2/R3N2p/1p1PPP2/4B3/K1P1B1PP/7R b q -  | Depth: 5 | Expected: 21175515 | Result: 21175515 [PASSED]
5011. FEN: 1r3b1r/3kp1pp/2p2p2/p1p2n1n/2PPPP1q/8/2RK1N1P/1NB2B1R w - -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
5011. FEN: 1r3b1r/3kp1pp/2p2p2/p1p2n1n/2PPPP1q/8/2RK1N1P/1NB2B1R w - -  | Depth: 2 | Expected: 997 | Result: 997 [PASSED]
5011. FEN: 1r3b1r/3kp1pp/2p2p2/p1p2n1n/2PPPP1q/8/2RK1N1P/1NB2B1R w - -  | Depth: 3 | Expected: 25195 | Result: 25195 [PASSED]
5011. FEN: 1r3b1r/3kp1pp/2p2p2/p1p2n1n/2PPPP1q/8/2RK1N1P/1NB2B1R w - -  | Depth: 4 | Expected: 931638 | Result: 931638 [PASSED]
5011. FEN: 1r3b1r/3kp1pp/2p2p2/p1p2n1n/2PPPP1q/8/2RK1N1P/1NB2B1R w - -  | Depth: 5 | Expected: 23934247 | Result: 23934247 [PASSED]
5012. FEN: 8/2b3k1/4Brp1/p3p2p/P3PP1P/1Qr5/3p1K1R/1R1N2N1 b - -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
5012. FEN: 8/2b3k1/4Brp1/p3p2p/P3PP1P/1Qr5/3p1K1R/1R1N2N1 b - -  | Depth: 2 | Expected: 896 | Result: 896 [PASSED]
5012. FEN: 8/2b3k1/4Brp1/p3p2p/P3PP1P/1Qr5/3p1K1R/1R1N2N1 b - -  | Depth: 3 | Expected: 23236 | Result: 23236 [PASSED]
5012. FEN: 8/2b3k1/4Brp1/p3p2p/P3PP1P/1Qr5/3p1K1R/1R1N2N1 b - -  | Depth: 4 | Expected: 871492 | Result: 871492 [PASSED]
5012. FEN: 8/2b3k1/4Brp1/p3p2p/P3PP1P/1Qr5/3p1K1R/1R1N2N1 b - -  | Depth: 5 | Expected: 22613752 | Result: 22613752 [PASSED]
5013. FEN: r3k1nr/p4p2/1pp1pP1b/1n5p/2B3b1/2P2N1P/PP3KPR/R1B3N1 w kq -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
5013. FEN: r3k1nr/p4p2/1pp1pP1b/1n5p/2B3b1/2P2N1P/PP3KPR/R1B3N1 w kq -  | Depth: 2 | Expected: 941 | Result: 941 [PASSED]
5013. FEN: r3k1nr/p4p2/1pp1pP1b/1n5p/2B3b1/2P2N1P/PP3KPR/R1B3N1 w kq -  | Depth: 3 | Expected: 29398 | Result: 29398 [PASSED]
5013. FEN: r3k1nr/p4p2/1pp1pP1b/1n5p/2B3b1/2P2N1P/PP3KPR/R1B3N1 w kq -  | Depth: 4 | Expected: 893505 | Result: 893505 [PASSED]
5013. FEN: r3k1nr/p4p2/1pp1pP1b/1n5p/2B3b1/2P2N1P/PP3KPR/R1B3N1 w kq -  | Depth: 5 | Expected: 28225270 | Result: 28225270 [PASSED]
5014. FEN: 5rk1/8/7P/1p2Q2r/3N4/Ppb3KB/6n1/8 b - -  | Depth: 1 | Expected: 33 | Result: 33 [PASSED]
5014. FEN: 5rk1/8/7P/1p2Q2r/3N4/Ppb3KB/6n1/8 b - -  | Depth: 2 | Expected: 1117 | Result: 1117 [PASSED]
5014. FEN: 5rk1/8/7P/1p2Q2r/3N4/Ppb3KB/6n1/8 b - -  | Depth: 3 | Expected: 30149 | Result: 30149 [PASSED]
5014. FEN: 5rk1/8/7P/1p2Q2r/3N4/Ppb3KB/6n1/8 b - -  | Depth: 4 | Expected: 987775 | Result: 987775 [PASSED]
5014. FEN: 5rk1/8/7P/1p2Q2r/3N4/Ppb3KB/6n1/8 b - -  | Depth: 5 | Expected: 27570202 | Result: 27570202 [PASSED]
5015. FEN: 4kb1r/4p1pp/1rp2p2/p1p1P2n/2PP1P1q/4n3/1BR1KN1P/1N3B1R w - -  | Depth: 1 | Expected: 29 | Result: 29 [PASSED]
5015. FEN: 4kb1r/4p1pp/1rp2p2/p1p1P2n/2PP1P1q/4n3/1BR1KN1P/1N3B1R w - -  | Depth: 2 | Expected: 1039 | Result: 1039 [PASSED]
5015. FEN: 4kb1r/4p1pp/1rp2p2/p1p1P2n/2PP1P1q/4n3/1BR1KN1P/1N3B1R w - -  | Depth: 3 | Expected: 26802 | Result: 26802 [PASSED]
5015. FEN: 4kb1r/4p1pp/1rp2p2/p1p1P2n/2PP1P1q/4n3/1BR1KN1P/1N3B1R w - -  | Depth: 4 | Expected: 952525 | Result: 952525 [PASSED]
5015. FEN: 4kb1r/4p1pp/1rp2p2/p1p1P2n/2PP1P1q/4n3/1BR1KN1P/1N3B1R w - -  | Depth: 5 | Expected: 24608819 | Result: 24608819 [PASSED]
5016. FEN: rnb2r2/1pppqk2/1b2p3/pP3pp1/P2PP1np/5P1K/1BPNQ1PP/R4BNR w - -  | Depth: 1 | Expected: 26 | Result: 26 [PASSED]
5016. FEN: rnb2r2/1pppqk2/1b2p3/pP3pp1/P2PP1np/5P1K/1BPNQ1PP/R4BNR w - -  | Depth: 2 | Expected: 927 | Result: 927 [PASSED]
5016. FEN: rnb2r2/1pppqk2/1b2p3/pP3pp1/P2PP1np/5P1K/1BPNQ1PP/R4BNR w - -  | Depth: 3 | Expected: 24504 | Result: 24504 [PASSED]
5016. FEN: rnb2r2/1pppqk2/1b2p3/pP3pp1/P2PP1np/5P1K/1BPNQ1PP/R4BNR w - -  | Depth: 4 | Expected: 878056 | Result: 878056 [PASSED]
5016. FEN: rnb2r2/1pppqk2/1b2p3/pP3pp1/P2PP1np/5P1K/1BPNQ1PP/R4BNR w - -  | Depth: 5 | Expected: 24452479 | Result: 24452479 [PASSED]
5017. FEN: r1bqk2r/1p1p1pbp/4p3/p1P1nPp1/3p4/5P1N/PP1K2BP/RNBQR3 b kq -  | Depth: 1 | Expected: 32 | Result: 32 [PASSED]
5017. FEN: r1bqk2r/1p1p1pbp/4p3/p1P1nPp1/3p4/5P1N/PP1K2BP/RNBQR3 b kq -  | Depth: 2 | Expected: 887 | Result: 887 [PASSED]
5017. FEN: r1bqk2r/1p1p1pbp/4p3/p1P1nPp1/3p4/5P1N/PP1K2BP/RNBQR3 b kq -  | Depth: 3 | Expected: 28297 | Result: 28297 [PASSED]
5017. FEN: r1bqk2r/1p1p1pbp/4p3/p1P1nPp1/3p4/5P1N/PP1K2BP/RNBQR3 b kq -  | Depth: 4 | Expected: 855714 | Result: 855714 [PASSED]
5017. FEN: r1bqk2r/1p1p1pbp/4p3/p1P1nPp1/3p4/5P1N/PP1K2BP/RNBQR3 b kq -  | Depth: 5 | Expected: 27394463 | Result: 27394463 [PASSED]
5018. FEN: rnbqkbnr/1p2pp1p/3p4/6p1/P1p2PP1/1p1P4/2P1P2P/RNBQKBNR w Kkq -  | Depth: 1 | Expected: 27 | Result: 27 [PASSED]
5018. FEN: rnbqkbnr/1p2pp1p/3p4/6p1/P1p2PP1/1p1P4/2P1P2P/RNBQKBNR w Kkq -  | Depth: 2 | Expected: 907 | Result: 907 [PASSED]
5018. FEN: rnbqkbnr/1p2pp1p/3p4/6p1/P1p2PP1/1p1P4/2P1P2P/RNBQKBNR w Kkq -  | Depth: 3 | Expected: 24852 | Result: 24852 [PASSED]
5018. FEN: rnbqkbnr/1p2pp1p/3p4/6p1/P1p2PP1/1p1P4/2P1P2P/RNBQKBNR w Kkq -  | Depth: 4 | Expected: 862095 | Result: 862095 [PASSED]
5018. FEN: rnbqkbnr/1p2pp1p/3p4/6p1/P1p2PP1/1p1P4/2P1P2P/RNBQKBNR w Kkq -  | Depth: 5 | Expected: 24661026 | Result: 24661026 [PASSED]
5019. FEN: 3k4/4qrb1/2P4r/1p1ppb2/Bp1PN1n1/8/6PR/5KB1 w - -  | Depth: 1 | Expected: 24 | Result: 24 [PASSED]
5019. FEN: 3k4/4qrb1/2P4r/1p1ppb2/Bp1PN1n1/8/6PR/5KB1 w - -  | Depth: 2 | Expected: 1038 | Result: 1038 [PASSED]
5019. FEN: 3k4/4qrb1/2P4r/1p1ppb2/Bp1PN1n1/8/6PR/5KB1 w - -  | Depth: 3 | Expected: 22391 | Result: 22391 [PASSED]
5019. FEN: 3k4/4qrb1/2P4r/1p1ppb2/Bp1PN1n1/8/6PR/5KB1 w - -  | Depth: 4 | Expected: 935521 | Result: 935521 [PASSED]
5019. FEN: 3k4/4qrb1/2P4r/1p1ppb2/Bp1PN1n1/8/6PR/5KB1 w - -  | Depth: 5 | Expected: 21164231 | Result: 21164231 [PASSED]
5020. FEN: 6n1/2p1k2r/P1r4p/P2p1ppq/1n1PPP1P/1P6/3K4/RBBNRb2 b - -  | Depth: 1 | Expected: 47 | Result: 47 [PASSED]
5020. FEN: 6n1/2p1k2r/P1r4p/P2p1ppq/1n1PPP1P/1P6/3K4/RBBNRb2 b - -  | Depth: 2 | Expected: 990 | Result: 990 [PASSED]
5020. FEN: 6n1/2p1k2r/P1r4p/P2p1ppq/1n1PPP1P/1P6/3K4/RBBNRb2 b - -  | Depth: 3 | Expected: 41283 | Result: 41283 [PASSED]
5020. FEN: 6n1/2p1k2r/P1r4p/P2p1ppq/1n1PPP1P/1P6/3K4/RBBNRb2 b - -  | Depth: 4 | Expected: 922744 | Result: 922744 [PASSED]
5020. FEN: 6n1/2p1k2r/P1r4p/P2p1ppq/1n1PPP1P/1P6/3K4/RBBNRb2 b - -  | Depth: 5 | Expected: 37549394 | Result: 37549394 [PASSED]
5021. FEN: rnb1k3/p3n2R/Pqppp3/1p1NPp2/1P4p1/3P4/2PRN1P1/2K1bBQ1 b q -  | Depth: 1 | Expected: 31 | Result: 31 [PASSED]
5021. FEN: rnb1k3/p3n2R/Pqppp3/1p1NPp2/1P4p1/3P4/2PRN1P1/2K1bBQ1 b q -  | Depth: 2 | Expected: 1086 | Result: 1086 [PASSED]
5021. FEN: rnb1k3/p3n2R/Pqppp3/1p1NPp2/1P4p1/3P4/2PRN1P1/2K1bBQ1 b q -  | Depth: 3 | Expected: 28714 | Result: 28714 [PASSED]
5021. FEN: rnb1k3/p3n2R/Pqppp3/1p1NPp2/1P4p1/3P4/2PRN1P1/2K1bBQ1 b q -  | Depth: 4 | Expected: 984312 | Result: 984312 [PASSED]
5021. FEN: rnb1k3/p3n2R/Pqppp3/1p1NPp2/1P4p1/3P4/2PRN1P1/2K1bBQ1 b q -  | Depth: 5 | Expected: 25986414 | Result: 25986414 [PASSED]
5022. FEN: 3r2k1/p7/PRP5/2P1B2r/2N5/5KP1/1P6/2qB4 b - -  | Depth: 1 | Expected: 38 | Result: 38 [PASSED]
5022. FEN: 3r2k1/p7/PRP5/2P1B2r/2N5/5KP1/1P6/2qB4 b - -  | Depth: 2 | Expected: 994 | Result: 994 [PASSED]
5022. FEN: 3r2k1/p7/PRP5/2P1B2r/2N5/5KP1/1P6/2qB4 b - -  | Depth: 3 | Expected: 37129 | Result: 37129 [PASSED]
5022. FEN: 3r2k1/p7/PRP5/2P1B2r/2N5/5KP1/1P6/2qB4 b - -  | Depth: 4 | Expected: 953378 | Result: 953378 [PASSED]
5022. FEN: 3r2k1/p7/PRP5/2P1B2r/2N5/5KP1/1P6/2qB4 b - -  | Depth: 5 | Expected: 34765414 | Result: 34765414 [PASSED]
5023. FEN: r4qnr/p1pbkppp/2n5/bp1p2P1/2BP3P/4P3/PPPQ1P1R/R1BNK3 b Q -  | Depth: 1 | Expected: 38 | Result: 38 [PASSED]
5023. FEN: r4qnr/p1pbkppp/2n5/bp1p2P1/2BP3P/4P3/PPPQ1P1R/R1BNK3 b Q -  | Depth: 2 | Expected: 957 | Result: 957 [PASSED]
5023. FEN: r4qnr/p1pbkppp/2n5/bp1p2P1/2BP3P/4P3/PPPQ1P1R/R1BNK3 b Q -  | Depth: 3 | Expected: 33861 | Result: 33861 [PASSED]
5023. FEN: r4qnr/p1pbkppp/2n5/bp1p2P1/2BP3P/4P3/PPPQ1P1R/R1BNK3 b Q -  | Depth: 4 | Expected: 902629 | Result: 902629 [PASSED]
5023. FEN: r4qnr/p1pbkppp/2n5/bp1p2P1/2BP3P/4P3/PPPQ1P1R/R1BNK3 b Q -  | Depth: 5 | Expected: 31629371 | Result: 31629371 [PASSED]
5024. FEN: rnbqkb1r/ppp1p1pp/5n2/3p4/P1P2p2/R2P4/1P2PPPP/1NBQKBNR b Kkq -  | Depth: 1 | Expected: 33 | Result: 33 [PASSED]
5024. FEN: rnbqkb1r/ppp1p1pp/5n2/3p4/P1P2p2/R2P4/1P2PPPP/1NBQKBNR b Kkq -  | Depth: 2 | Expected: 920 | Result: 920 [PASSED]
5024. FEN: rnbqkb1r/ppp1p1pp/5n2/3p4/P1P2p2/R2P4/1P2PPPP/1NBQKBNR b Kkq -  | Depth: 3 | Expected: 30671 | Result: 30671 [PASSED]
5024. FEN: rnbqkb1r/ppp1p1pp/5n2/3p4/P1P2p2/R2P4/1P2PPPP/1NBQKBNR b Kkq -  | Depth: 4 | Expected: 880242 | Result: 880242 [PASSED]
5024. FEN: rnbqkb1r/ppp1p1pp/5n2/3p4/P1P2p2/R2P4/1P2PPPP/1NBQKBNR b Kkq -  | Depth: 5 | Expected: 29878598 | Result: 29878598 [PASSED]
5025. FEN: 1N2k3/3b2b1/P3p1p1/2BPrPrp/2P4P/8/4R3/n1K4R w - -  | Depth: 1 | Expected: 41 | Result: 41 [PASSED]
5025. FEN: 1N2k3/3b2b1/P3p1p1/2BPrPrp/2P4P/8/4R3/n1K4R w - -  | Depth: 2 | Expected: 1019 | Result: 1019 [PASSED]
5025. FEN: 1N2k3/3b2b1/P3p1p1/2BPrPrp/2P4P/8/4R3/n1K4R w - -  | Depth: 3 | Expected: 35333 | Result: 35333 [PASSED]
5025. FEN: 1N2k3/3b2b1/P3p1p1/2BPrPrp/2P4P/8/4R3/n1K4R w - -  | Depth: 4 | Expected: 956656 | Result: 956656 [PASSED]
5025. FEN: 1N2k3/3b2b1/P3p1p1/2BPrPrp/2P4P/8/4R3/n1K4R w - -  | Depth: 5 | Expected: 30755788 | Result: 30755788 [PASSED]
5026. FEN: 4q1nr/pp2k2p/1N3p1b/2ppp1p1/1P4P1/B1P1PP1P/P1bP1KB1/R3Q1NR w - -  | Depth: 1 | Expected: 30 | Result: 30 [PASSED]
5026. FEN: 4q1nr/pp2k2p/1N3p1b/2ppp1p1/1P4P1/B1P1PP1P/P1bP1KB1/R3Q1NR w - -  | Depth: 2 | Expected: 988 | Result: 988 [PASSED]
5026. FEN: 4q1nr/pp2k2p/1N3p1b/2ppp1p1/1P4P1/B1P1PP1P/P1bP1KB1/R3Q1NR w - -  | Depth: 3 | Expected: 29782 | Result: 29782 [PASSED]
5026. FEN: 4q1nr/pp2k2p/1N3p1b/2ppp1p1/1P4P1/B1P1PP1P/P1bP1KB1/R3Q1NR w - -  | Depth: 4 | Expected: 941007 | Result: 941007 [PASSED]
